model,precision,pearson,spearman,mse,cosine_error,avg_sample_time,model_size_mb,n_params
custom_hybrid,fp32,0.5949533581733704,0.5694137341143791,0.060573652386665344,0.15033799409866333,50.807109375483606,1.9665908813476562,515530
custom_hybrid,int8,0.5943673253059387,0.5686073740476332,0.060614340007305145,0.1502496749162674,15680.474934375612,0.0016326904296875,392
